id,year,state_name,state_code,district_name,district_code,season,crop_code,crop_name,crop_type,area,area_unit,production,production_unit,yield,yield_unit
206816, 2017-18,Karnataka,29,Bangalore Rural,526,Rabi       ,207,Cowpea(Lobia),Pulses,13,Hectare,5,Tonnes,0.38,Tonnes/Hectare
206882, 2017-18,Karnataka,29,Bangalore Rural,526,Kharif     ,502,Dry Chillies,Spices,292,Hectare,549,Tonnes,1.88,Tonnes/Hectare
206883, 2017-18,Karnataka,29,Bangalore Rural,526,Rabi       ,502,Dry Chillies,Spices,4,Hectare,8,Tonnes,2,Tonnes/Hectare
206957, 2017-18,Karnataka,29,Bangalore Rural,526,Whole Year ,508,Garlic,Spices,1,Hectare,1,Tonnes,1,Tonnes/Hectare
206976, 2017-18,Karnataka,29,Bangalore Rural,526,Whole Year ,503,Ginger,Spices,41,Hectare,1059,Tonnes,25.83,Tonnes/Hectare
206999, 2017-18,Karnataka,29,Bangalore Rural,526,Rabi       ,201,Gram,Pulses,135,Hectare,104,Tonnes,0.77,Tonnes/Hectare
207025, 2017-18,Karnataka,29,Bangalore Rural,526,Kharif     ,1001,Groundnut,Oilseeds,112,Hectare,97,Tonnes,0.87,Tonnes/Hectare
207026, 2017-18,Karnataka,29,Bangalore Rural,526,Summer     ,1001,Groundnut,Oilseeds,3,Hectare,3,Tonnes,1,Tonnes/Hectare
207077, 2017-18,Karnataka,29,Bangalore Rural,526,Kharif     ,206,Horse-Gram,Pulses,988,Hectare,853,Tonnes,0.86,Tonnes/Hectare
207078, 2017-18,Karnataka,29,Bangalore Rural,526,Rabi       ,206,Horse-Gram,Pulses,404,Hectare,255,Tonnes,0.63,Tonnes/Hectare
207186, 2017-18,Karnataka,29,Bangalore Rural,526,Kharif     ,104,Maize,Cereals,9339,Hectare,46800,Tonnes,5.01,Tonnes/Hectare
207187, 2017-18,Karnataka,29,Bangalore Rural,526,Rabi       ,104,Maize,Cereals,87,Hectare,323,Tonnes,3.71,Tonnes/Hectare
207188, 2017-18,Karnataka,29,Bangalore Rural,526,Summer     ,104,Maize,Cereals,23,Hectare,86,Tonnes,3.74,Tonnes/Hectare
207301, 2017-18,Karnataka,29,Bangalore Rural,526,Kharif     ,1010,Niger Seed,Oilseeds,101,Hectare,22,Tonnes,0.22,Tonnes/Hectare
207328, 2017-18,Karnataka,29,Bangalore Rural,526,Kharif     ,708,Onion,Vegetable,20,Hectare,221,Tonnes,11.05,Tonnes/Hectare
207329, 2017-18,Karnataka,29,Bangalore Rural,526,Rabi       ,708,Onion,Vegetable,22,Hectare,312,Tonnes,14.18,Tonnes/Hectare
207330, 2017-18,Karnataka,29,Bangalore Rural,526,Summer     ,708,Onion,Vegetable,1,Hectare,12,Tonnes,12,Tonnes/Hectare
207393, 2017-18,Karnataka,29,Bangalore Rural,526,Rabi       ,288,Other  Rabi Pulses,Pulses,38,Hectare,30,Tonnes,0.79,Tonnes/Hectare
207411, 2017-18,Karnataka,29,Bangalore Rural,526,Kharif     ,288,Other Kharif Pulses,Pulses,1573,Hectare,1182,Tonnes,0.75,Tonnes/Hectare
207434, 2017-18,Karnataka,29,Bangalore Rural,526,Kharif     ,701,Potato,Vegetable,90,Hectare,868,Tonnes,9.64,Tonnes/Hectare
207435, 2017-18,Karnataka,29,Bangalore Rural,526,Rabi       ,701,Potato,Vegetable,110,Hectare,2058,Tonnes,18.71,Tonnes/Hectare
207436, 2017-18,Karnataka,29,Bangalore Rural,526,Summer     ,701,Potato,Vegetable,3,Hectare,46,Tonnes,15.33,Tonnes/Hectare
207474, 2017-18,Karnataka,29,Bangalore Rural,526,Kharif     ,105,Ragi,Cereals,37019,Hectare,93125,Tonnes,2.52,Tonnes/Hectare
207475, 2017-18,Karnataka,29,Bangalore Rural,526,Rabi       ,105,Ragi,Cereals,105,Hectare,168,Tonnes,1.6,Tonnes/Hectare
207476, 2017-18,Karnataka,29,Bangalore Rural,526,Summer     ,105,Ragi,Cereals,39,Hectare,68,Tonnes,1.74,Tonnes/Hectare
207518, 2017-18,Karnataka,29,Bangalore Rural,526,Kharif     ,1004,Rapeseed &Mustard,Oilseeds,225,Hectare,32,Tonnes,0.14,Tonnes/Hectare
207537, 2017-18,Karnataka,29,Bangalore Rural,526,Kharif     ,101,Rice,Cereals,532,Hectare,1510,Tonnes,2.84,Tonnes/Hectare
207538, 2017-18,Karnataka,29,Bangalore Rural,526,Summer     ,101,Rice,Cereals,144,Hectare,450,Tonnes,3.12,Tonnes/Hectare
207622, 2017-18,Karnataka,29,Bangalore Rural,526,Kharif     ,1003,Sesamum,Oilseeds,2,Hectare,2,Tonnes,1,Tonnes/Hectare
207651, 2017-18,Karnataka,29,Bangalore Rural,526,Kharif     ,108,Small Millets,Cereals,23,Hectare,13,Tonnes,0.57,Tonnes/Hectare
207756, 2017-18,Karnataka,29,Bangalore Rural,526,Whole Year ,703,Sweet Potato,Vegetable,3,Hectare,39,Tonnes,13,Tonnes/Hectare
207772, 2017-18,Karnataka,29,Bangalore Rural,526,Whole Year ,702,Tapioca,Vegetable,29,Hectare,243,Tonnes,8.38,Tonnes/Hectare
224715, 2019-20,Karnataka,29,Bangalore Rural,526,Whole Year ,507,Arecanut,Spices,2780,Hectare,30046,Tonnes,10.81,Tonnes/Hectare
224740, 2019-20,Karnataka,29,Bangalore Rural,526,Kharif     ,202,Arhar/Tur,Pulses,822,Hectare,906,Tonnes,1.1,Tonnes/Hectare
224771, 2019-20,Karnataka,29,Bangalore Rural,526,Kharif     ,103,Bajra,Cereals,8,Hectare,9,Tonnes,1.12,Tonnes/Hectare
224842, 2019-20,Karnataka,29,Bangalore Rural,526,Whole Year ,506,Cardamom,Spices,2,Hectare,2369.6,Tonnes,0,Tonnes/Hectare
224864, 2019-20,Karnataka,29,Bangalore Rural,526,Whole Year ,619,Cashewnut,Fruits,111,Hectare,157,Tonnes,1.41,Tonnes/Hectare
224891, 2019-20,Karnataka,29,Bangalore Rural,526,Kharif     ,1002,Castor Seed,Oilseeds,20,Hectare,18,Tonnes,0.9,Tonnes/Hectare
224913, 2019-20,Karnataka,29,Bangalore Rural,526,Whole Year ,1006,Coconut,Oilseeds,3141,Hectare,25890000,Tonnes,8242.6,Tonnes/Hectare
224951, 2019-20,Karnataka,29,Bangalore Rural,526,Kharif     ,1101,Cotton(Lint),Fiber Crops,2,Hectare,6,Tonnes,3,Tonnes/Hectare
224952, 2019-20,Karnataka,29,Bangalore Rural,526,Rabi       ,1101,Cotton(Lint),Fiber Crops,1,Hectare,1,Tonnes,1,Tonnes/Hectare
225001, 2019-20,Karnataka,29,Bangalore Rural,526,Kharif     ,207,Cowpea(Lobia),Pulses,192,Hectare,55,Tonnes,0.29,Tonnes/Hectare
225002, 2019-20,Karnataka,29,Bangalore Rural,526,Rabi       ,207,Cowpea(Lobia),Pulses,5,Hectare,2,Tonnes,0.4,Tonnes/Hectare
225003, 2019-20,Karnataka,29,Bangalore Rural,526,Summer     ,207,Cowpea(Lobia),Pulses,1,Hectare,2,Tonnes,0,Tonnes/Hectare
225121, 2019-20,Karnataka,29,Bangalore Rural,526,Whole Year ,503,Ginger,Spices,179,Hectare,1872.2,Tonnes,10.46,Tonnes/Hectare
225150, 2019-20,Karnataka,29,Bangalore Rural,526,Rabi       ,201,Gram,Pulses,52,Hectare,39,Tonnes,0.75,Tonnes/Hectare
225180, 2019-20,Karnataka,29,Bangalore Rural,526,Kharif     ,1001,Groundnut,Oilseeds,189,Hectare,217,Tonnes,1.15,Tonnes/Hectare
225181, 2019-20,Karnataka,29,Bangalore Rural,526,Summer     ,1001,Groundnut,Oilseeds,1,Hectare,1,Tonnes,1,Tonnes/Hectare
225236, 2019-20,Karnataka,29,Bangalore Rural,526,Kharif     ,206,Horse-Gram,Pulses,937,Hectare,782,Tonnes,0.83,Tonnes/Hectare
225237, 2019-20,Karnataka,29,Bangalore Rural,526,Rabi       ,206,Horse-Gram,Pulses,152,Hectare,101,Tonnes,0.66,Tonnes/Hectare
225293, 2019-20,Karnataka,29,Bangalore Rural,526,Kharif     ,102,Jowar,Cereals,3250,Hectare,4282,Tonnes,1.32,Tonnes/Hectare
225294, 2019-20,Karnataka,29,Bangalore Rural,526,Rabi       ,102,Jowar,Cereals,137,Hectare,150,Tonnes,1.09,Tonnes/Hectare
225295, 2019-20,Karnataka,29,Bangalore Rural,526,Summer     ,102,Jowar,Cereals,59,Hectare,98,Tonnes,1.66,Tonnes/Hectare
225368, 2019-20,Karnataka,29,Bangalore Rural,526,Rabi       ,1005,Linseed,Oilseeds,4,Hectare,2,Tonnes,0.5,Tonnes/Hectare
225392, 2019-20,Karnataka,29,Bangalore Rural,526,Kharif     ,104,Maize,Cereals,6731,Hectare,28609,Tonnes,4.25,Tonnes/Hectare
225393, 2019-20,Karnataka,29,Bangalore Rural,526,Rabi       ,104,Maize,Cereals,122,Hectare,422,Tonnes,3.46,Tonnes/Hectare
225394, 2019-20,Karnataka,29,Bangalore Rural,526,Summer     ,104,Maize,Cereals,57,Hectare,226,Tonnes,3.96,Tonnes/Hectare
225472, 2019-20,Karnataka,29,Bangalore Rural,526,Whole Year ,1103,Mesta,Fiber Crops,1,Hectare,40,Tonnes,0,Tonnes/Hectare
225486, 2019-20,Karnataka,29,Bangalore Rural,526,Kharif     ,204,Moong(Green Gram),Pulses,5,Hectare,2,Tonnes,0.4,Tonnes/Hectare
225487, 2019-20,Karnataka,29,Bangalore Rural,526,Summer     ,204,Moong(Green Gram),Pulses,19,Hectare,3,Tonnes,0.16,Tonnes/Hectare
225547, 2019-20,Karnataka,29,Bangalore Rural,526,Kharif     ,1010,Niger Seed,Oilseeds,14,Hectare,3,Tonnes,0.21,Tonnes/Hectare
225575, 2019-20,Karnataka,29,Bangalore Rural,526,Kharif     ,708,Onion,Vegetable,22,Hectare,178,Tonnes,8.09,Tonnes/Hectare
225576, 2019-20,Karnataka,29,Bangalore Rural,526,Rabi       ,708,Onion,Vegetable,9,Hectare,126,Tonnes,14,Tonnes/Hectare
225644, 2019-20,Karnataka,29,Bangalore Rural,526,Rabi       ,288,Other  Rabi Pulses,Pulses,41,Hectare,39,Tonnes,0.95,Tonnes/Hectare
225672, 2019-20,Karnataka,29,Bangalore Rural,526,Kharif     ,288,Other Kharif Pulses,Pulses,1041,Hectare,850,Tonnes,0.82,Tonnes/Hectare
225704, 2019-20,Karnataka,29,Bangalore Rural,526,Kharif     ,701,Potato,Vegetable,63,Hectare,442,Tonnes,7.02,Tonnes/Hectare
225705, 2019-20,Karnataka,29,Bangalore Rural,526,Rabi       ,701,Potato,Vegetable,217,Hectare,3361,Tonnes,15.49,Tonnes/Hectare
225706, 2019-20,Karnataka,29,Bangalore Rural,526,Summer     ,701,Potato,Vegetable,7,Hectare,113,Tonnes,16.14,Tonnes/Hectare
225766, 2019-20,Karnataka,29,Bangalore Rural,526,Kharif     ,105,Ragi,Cereals,46494,Hectare,101280,Tonnes,2.18,Tonnes/Hectare
225767, 2019-20,Karnataka,29,Bangalore Rural,526,Rabi       ,105,Ragi,Cereals,159,Hectare,225,Tonnes,1.42,Tonnes/Hectare
225768, 2019-20,Karnataka,29,Bangalore Rural,526,Summer     ,105,Ragi,Cereals,32,Hectare,57,Tonnes,1.78,Tonnes/Hectare
225836, 2019-20,Karnataka,29,Bangalore Rural,526,Kharif     ,1004,Rapeseed &Mustard,Oilseeds,4,Hectare,1,Tonnes,0.25,Tonnes/Hectare
225857, 2019-20,Karnataka,29,Bangalore Rural,526,Kharif     ,101,Rice,Cereals,141,Hectare,410,Tonnes,2.91,Tonnes/Hectare
225858, 2019-20,Karnataka,29,Bangalore Rural,526,Summer     ,101,Rice,Cereals,65,Hectare,197,Tonnes,3.03,Tonnes/Hectare
225921, 2019-20,Karnataka,29,Bangalore Rural,526,Rabi       ,1008,Safflower,Oilseeds,1,Hectare,1,Tonnes,1,Tonnes/Hectare
225946, 2019-20,Karnataka,29,Bangalore Rural,526,Whole Year ,1104,Sannhamp,Fiber Crops,2,Hectare,1,Tonnes,0.5,Tonnes/Hectare
225972, 2019-20,Karnataka,29,Bangalore Rural,526,Kharif     ,1003,Sesamum,Oilseeds,3,Hectare,3,Tonnes,1,Tonnes/Hectare
225999, 2019-20,Karnataka,29,Bangalore Rural,526,Kharif     ,108,Small Millets,Cereals,25,Hectare,14,Tonnes,0.56,Tonnes/Hectare
226027, 2019-20,Karnataka,29,Bangalore Rural,526,Kharif     ,1009,Soyabean,Oilseeds,1,Hectare,1,Tonnes,1,Tonnes/Hectare
226054, 2019-20,Karnataka,29,Bangalore Rural,526,Whole Year ,401,Sugarcane,Sugar,109,Hectare,9152,Tonnes,83.96,Tonnes/Hectare
226087, 2019-20,Karnataka,29,Bangalore Rural,526,Kharif     ,1007,Sunflower,Oilseeds,7,Hectare,5,Tonnes,0.71,Tonnes/Hectare
226138, 2019-20,Karnataka,29,Bangalore Rural,526,Whole Year ,703,Sweet Potato,Vegetable,35,Hectare,675,Tonnes,19.29,Tonnes/Hectare
226164, 2019-20,Karnataka,29,Bangalore Rural,526,Whole Year ,702,Tapioca,Vegetable,11,Hectare,140,Tonnes,12.73,Tonnes/Hectare
226188, 2019-20,Karnataka,29,Bangalore Rural,526,Whole Year ,1302,Tobacco,Drugs And Narcotics,2,Hectare,2,Tonnes,1,Tonnes/Hectare
226214, 2019-20,Karnataka,29,Bangalore Rural,526,Whole Year ,504,Turmeric,Spices,3,Hectare,19,Tonnes,6.33,Tonnes/Hectare
226246, 2019-20,Karnataka,29,Bangalore Rural,526,Kharif     ,203,Urad,Pulses,20,Hectare,9,Tonnes,0.45,Tonnes/Hectare
242665, 2000-01,Karnataka,29,Bangalore Rural,526,Whole Year ,507,Arecanut,Spices,514,Hectare,719,Tonnes,1.4,Tonnes/Hectare
242685, 2000-01,Karnataka,29,Bangalore Rural,526,Kharif     ,202,Arhar/Tur,Pulses,4725,Hectare,3407,Tonnes,0.72,Tonnes/Hectare
242729, 2000-01,Karnataka,29,Bangalore Rural,526,Whole Year ,606,Banana,Fruits,2320,Hectare,31503,Tonnes,13.58,Tonnes/Hectare
242754, 2000-01,Karnataka,29,Bangalore Rural,526,Whole Year ,501,Black Pepper,Spices,8,Hectare,19,Tonnes,2.38,Tonnes/Hectare
242774, 2000-01,Karnataka,29,Bangalore Rural,526,Kharif     ,1002,Castor Seed,Oilseeds,3701,Hectare,5974,Tonnes,1.61,Tonnes/Hectare
242796, 2000-01,Karnataka,29,Bangalore Rural,526,Whole Year ,1006,Coconut,Oilseeds,15076,Hectare,71999000,Tonnes,4775.74,Tonnes/Hectare
242823, 2000-01,Karnataka,29,Bangalore Rural,526,Whole Year ,509,Coriander,Spices,133,Hectare,14,Tonnes,0.11,Tonnes/Hectare
242865, 2000-01,Karnataka,29,Bangalore Rural,526,Whole Year ,502,Dry Chillies,Spices,741,Hectare,597,Tonnes,0.81,Tonnes/Hectare
242892, 2000-01,Karnataka,29,Bangalore Rural,526,Whole Year ,508,Garlic,Spices,3,Hectare,3,Tonnes,1,Tonnes/Hectare
242905, 2000-01,Karnataka,29,Bangalore Rural,526,Kharif     ,503,Ginger,Spices,37,Hectare,432,Tonnes,11.68,Tonnes/Hectare
242924, 2000-01,Karnataka,29,Bangalore Rural,526,Rabi       ,201,Gram,Pulses,20,Hectare,13,Tonnes,0.65,Tonnes/Hectare
242947, 2000-01,Karnataka,29,Bangalore Rural,526,Kharif     ,1001,Groundnut,Oilseeds,17892,Hectare,16596,Tonnes,0.93,Tonnes/Hectare
242948, 2000-01,Karnataka,29,Bangalore Rural,526,Rabi       ,1001,Groundnut,Oilseeds,1039,Hectare,1055,Tonnes,1.02,Tonnes/Hectare
242998, 2000-01,Karnataka,29,Bangalore Rural,526,Kharif     ,206,Horse-Gram,Pulses,7290,Hectare,6517,Tonnes,0.89,Tonnes/Hectare
242999, 2000-01,Karnataka,29,Bangalore Rural,526,Rabi       ,206,Horse-Gram,Pulses,3597,Hectare,994,Tonnes,0.28,Tonnes/Hectare
243116, 2000-01,Karnataka,29,Bangalore Rural,526,Kharif     ,104,Maize,Cereals,4941,Hectare,15845,Tonnes,3.21,Tonnes/Hectare
243117, 2000-01,Karnataka,29,Bangalore Rural,526,Rabi       ,104,Maize,Cereals,21,Hectare,53,Tonnes,2.52,Tonnes/Hectare
243118, 2000-01,Karnataka,29,Bangalore Rural,526,Summer     ,104,Maize,Cereals,283,Hectare,796,Tonnes,2.81,Tonnes/Hectare
243185, 2000-01,Karnataka,29,Bangalore Rural,526,Kharif     ,204,Moong(Green Gram),Pulses,363,Hectare,151,Tonnes,0.42,Tonnes/Hectare
243186, 2000-01,Karnataka,29,Bangalore Rural,526,Rabi       ,204,Moong(Green Gram),Pulses,8,Hectare,2,Tonnes,0.25,Tonnes/Hectare
243223, 2000-01,Karnataka,29,Bangalore Rural,526,Kharif     ,1010,Niger Seed,Oilseeds,2948,Hectare,727,Tonnes,0.25,Tonnes/Hectare
243246, 2000-01,Karnataka,29,Bangalore Rural,526,Whole Year ,708,Onion,Vegetable,50,Hectare,288,Tonnes,5.76,Tonnes/Hectare
243271, 2000-01,Karnataka,29,Bangalore Rural,526,Rabi       ,288,Other  Rabi Pulses,Pulses,337,Hectare,41,Tonnes,0.12,Tonnes/Hectare
243298, 2000-01,Karnataka,29,Bangalore Rural,526,Kharif     ,288,Other Kharif Pulses,Pulses,21463,Hectare,3766,Tonnes,0.18,Tonnes/Hectare
243321, 2000-01,Karnataka,29,Bangalore Rural,526,Whole Year ,701,Potato,Vegetable,1870,Hectare,29280,Tonnes,15.66,Tonnes/Hectare
243338, 2000-01,Karnataka,29,Bangalore Rural,526,Kharif     ,105,Ragi,Cereals,145995,Hectare,301161,Tonnes,2.06,Tonnes/Hectare
243339, 2000-01,Karnataka,29,Bangalore Rural,526,Rabi       ,105,Ragi,Cereals,282,Hectare,438,Tonnes,1.55,Tonnes/Hectare
243340, 2000-01,Karnataka,29,Bangalore Rural,526,Summer     ,105,Ragi,Cereals,1469,Hectare,2853,Tonnes,1.94,Tonnes/Hectare
243385, 2000-01,Karnataka,29,Bangalore Rural,526,Rabi       ,1004,Rapeseed &Mustard,Oilseeds,1475,Hectare,479,Tonnes,0.32,Tonnes/Hectare
243404, 2000-01,Karnataka,29,Bangalore Rural,526,Kharif     ,101,Rice,Cereals,14828,Hectare,37089,Tonnes,2.5,Tonnes/Hectare
243405, 2000-01,Karnataka,29,Bangalore Rural,526,Rabi       ,101,Rice,Cereals,715,Hectare,1532,Tonnes,2.14,Tonnes/Hectare
243406, 2000-01,Karnataka,29,Bangalore Rural,526,Summer     ,101,Rice,Cereals,6887,Hectare,18490,Tonnes,2.68,Tonnes/Hectare
243487, 2000-01,Karnataka,29,Bangalore Rural,526,Kharif     ,1003,Sesamum,Oilseeds,2154,Hectare,1441,Tonnes,0.67,Tonnes/Hectare
243512, 2000-01,Karnataka,29,Bangalore Rural,526,Kharif     ,108,Small Millets,Cereals,456,Hectare,243,Tonnes,0.53,Tonnes/Hectare
243533, 2000-01,Karnataka,29,Bangalore Rural,526,Kharif     ,1009,Soyabean,Oilseeds,14,Hectare,15,Tonnes,1.07,Tonnes/Hectare
243550, 2000-01,Karnataka,29,Bangalore Rural,526,Whole Year ,401,Sugarcane,Sugar,1548,Hectare,158825,Tonnes,102.6,Tonnes/Hectare
243580, 2000-01,Karnataka,29,Bangalore Rural,526,Kharif     ,1007,Sunflower,Oilseeds,43,Hectare,27,Tonnes,0.63,Tonnes/Hectare
243581, 2000-01,Karnataka,29,Bangalore Rural,526,Rabi       ,1007,Sunflower,Oilseeds,16,Hectare,12,Tonnes,0.75,Tonnes/Hectare
243582, 2000-01,Karnataka,29,Bangalore Rural,526,Summer     ,1007,Sunflower,Oilseeds,102,Hectare,73,Tonnes,0.72,Tonnes/Hectare
243642, 2000-01,Karnataka,29,Bangalore Rural,526,Whole Year ,703,Sweet Potato,Vegetable,47,Hectare,298,Tonnes,6.34,Tonnes/Hectare
243655, 2000-01,Karnataka,29,Bangalore Rural,526,Whole Year ,702,Tapioca,Vegetable,173,Hectare,1260,Tonnes,7.28,Tonnes/Hectare
243678, 2000-01,Karnataka,29,Bangalore Rural,526,Whole Year ,504,Turmeric,Spices,151,Hectare,678,Tonnes,4.49,Tonnes/Hectare
243699, 2000-01,Karnataka,29,Bangalore Rural,526,Kharif     ,203,Urad,Pulses,286,Hectare,111,Tonnes,0.39,Tonnes/Hectare
243700, 2000-01,Karnataka,29,Bangalore Rural,526,Rabi       ,203,Urad,Pulses,5,Hectare,2,Tonnes,0.4,Tonnes/Hectare
256382, 2001-02,Karnataka,29,Bangalore Rural,526,Whole Year ,507,Arecanut,Spices,1828,Hectare,2557,Tonnes,1.4,Tonnes/Hectare
256402, 2001-02,Karnataka,29,Bangalore Rural,526,Kharif     ,202,Arhar/Tur,Pulses,4503,Hectare,2798,Tonnes,0.62,Tonnes/Hectare
256442, 2001-02,Karnataka,29,Bangalore Rural,526,Whole Year ,501,Black Pepper,Spices,5,Hectare,12,Tonnes,2.4,Tonnes/Hectare
256457, 2001-02,Karnataka,29,Bangalore Rural,526,Kharif     ,1002,Castor Seed,Oilseeds,2931,Hectare,4967,Tonnes,1.69,Tonnes/Hectare
256477, 2001-02,Karnataka,29,Bangalore Rural,526,Whole Year ,1006,Coconut,Oilseeds,21948,Hectare,78614000,Tonnes,3581.83,Tonnes/Hectare
256504, 2001-02,Karnataka,29,Bangalore Rural,526,Whole Year ,509,Coriander,Spices,7,Hectare,1,Tonnes,0.14,Tonnes/Hectare
256547, 2001-02,Karnataka,29,Bangalore Rural,526,Whole Year ,502,Dry Chillies,Spices,1578,Hectare,1226,Tonnes,0.78,Tonnes/Hectare
256573, 2001-02,Karnataka,29,Bangalore Rural,526,Kharif     ,503,Ginger,Spices,59,Hectare,689,Tonnes,11.68,Tonnes/Hectare
256592, 2001-02,Karnataka,29,Bangalore Rural,526,Rabi       ,201,Gram,Pulses,12,Hectare,7,Tonnes,0.58,Tonnes/Hectare
256614, 2001-02,Karnataka,29,Bangalore Rural,526,Kharif     ,1001,Groundnut,Oilseeds,12305,Hectare,14116,Tonnes,1.15,Tonnes/Hectare
256642, 2001-02,Karnataka,29,Bangalore Rural,526,Kharif     ,206,Horse-Gram,Pulses,7256,Hectare,4701,Tonnes,0.65,Tonnes/Hectare
256643, 2001-02,Karnataka,29,Bangalore Rural,526,Rabi       ,206,Horse-Gram,Pulses,2652,Hectare,2363,Tonnes,0.89,Tonnes/Hectare
256760, 2001-02,Karnataka,29,Bangalore Rural,526,Kharif     ,104,Maize,Cereals,5658,Hectare,23718,Tonnes,4.19,Tonnes/Hectare
256761, 2001-02,Karnataka,29,Bangalore Rural,526,Rabi       ,104,Maize,Cereals,37,Hectare,91,Tonnes,2.46,Tonnes/Hectare
256762, 2001-02,Karnataka,29,Bangalore Rural,526,Summer     ,104,Maize,Cereals,417,Hectare,1097,Tonnes,2.63,Tonnes/Hectare
256829, 2001-02,Karnataka,29,Bangalore Rural,526,Kharif     ,204,Moong(Green Gram),Pulses,93,Hectare,24,Tonnes,0.26,Tonnes/Hectare
256830, 2001-02,Karnataka,29,Bangalore Rural,526,Rabi       ,204,Moong(Green Gram),Pulses,4,Hectare,1,Tonnes,0.25,Tonnes/Hectare
256868, 2001-02,Karnataka,29,Bangalore Rural,526,Kharif     ,1010,Niger Seed,Oilseeds,2600,Hectare,641,Tonnes,0.25,Tonnes/Hectare
256891, 2001-02,Karnataka,29,Bangalore Rural,526,Whole Year ,708,Onion,Vegetable,50,Hectare,463,Tonnes,9.26,Tonnes/Hectare
256916, 2001-02,Karnataka,29,Bangalore Rural,526,Rabi       ,288,Other  Rabi Pulses,Pulses,208,Hectare,26,Tonnes,0.12,Tonnes/Hectare
256943, 2001-02,Karnataka,29,Bangalore Rural,526,Kharif     ,288,Other Kharif Pulses,Pulses,15964,Hectare,2793,Tonnes,0.17,Tonnes/Hectare
256966, 2001-02,Karnataka,29,Bangalore Rural,526,Whole Year ,213,Peas & Beans (Pulses),Pulses,675,Hectare,4498,Tonnes,6.66,Tonnes/Hectare
256984, 2001-02,Karnataka,29,Bangalore Rural,526,Whole Year ,701,Potato,Vegetable,1636,Hectare,27066,Tonnes,16.54,Tonnes/Hectare
257000, 2001-02,Karnataka,29,Bangalore Rural,526,Kharif     ,105,Ragi,Cereals,146131,Hectare,283423,Tonnes,1.94,Tonnes/Hectare
257001, 2001-02,Karnataka,29,Bangalore Rural,526,Rabi       ,105,Ragi,Cereals,168,Hectare,230,Tonnes,1.37,Tonnes/Hectare
257002, 2001-02,Karnataka,29,Bangalore Rural,526,Summer     ,105,Ragi,Cereals,645,Hectare,1137,Tonnes,1.76,Tonnes/Hectare
257044, 2001-02,Karnataka,29,Bangalore Rural,526,Rabi       ,1004,Rapeseed &Mustard,Oilseeds,1766,Hectare,573,Tonnes,0.32,Tonnes/Hectare
257063, 2001-02,Karnataka,29,Bangalore Rural,526,Kharif     ,101,Rice,Cereals,11067,Hectare,28322,Tonnes,2.56,Tonnes/Hectare
257064, 2001-02,Karnataka,29,Bangalore Rural,526,Rabi       ,101,Rice,Cereals,169,Hectare,324,Tonnes,1.92,Tonnes/Hectare
257065, 2001-02,Karnataka,29,Bangalore Rural,526,Summer     ,101,Rice,Cereals,3073,Hectare,7891,Tonnes,2.57,Tonnes/Hectare
257148, 2001-02,Karnataka,29,Bangalore Rural,526,Kharif     ,1003,Sesamum,Oilseeds,2668,Hectare,986,Tonnes,0.37,Tonnes/Hectare
257173, 2001-02,Karnataka,29,Bangalore Rural,526,Kharif     ,108,Small Millets,Cereals,445,Hectare,383,Tonnes,0.86,Tonnes/Hectare
257205, 2001-02,Karnataka,29,Bangalore Rural,526,Whole Year ,401,Sugarcane,Sugar,1608,Hectare,129846,Tonnes,80.75,Tonnes/Hectare
257235, 2001-02,Karnataka,29,Bangalore Rural,526,Kharif     ,1007,Sunflower,Oilseeds,49,Hectare,32,Tonnes,0.65,Tonnes/Hectare
257236, 2001-02,Karnataka,29,Bangalore Rural,526,Rabi       ,1007,Sunflower,Oilseeds,2,Hectare,2,Tonnes,1,Tonnes/Hectare
257237, 2001-02,Karnataka,29,Bangalore Rural,526,Summer     ,1007,Sunflower,Oilseeds,41,Hectare,33,Tonnes,0.8,Tonnes/Hectare
257296, 2001-02,Karnataka,29,Bangalore Rural,526,Whole Year ,504,Turmeric,Spices,38,Hectare,203,Tonnes,5.34,Tonnes/Hectare
257318, 2001-02,Karnataka,29,Bangalore Rural,526,Kharif     ,203,Urad,Pulses,81,Hectare,30,Tonnes,0.37,Tonnes/Hectare
257319, 2001-02,Karnataka,29,Bangalore Rural,526,Rabi       ,203,Urad,Pulses,1,Hectare,0.1,Tonnes,0.1,Tonnes/Hectare
269902, 2002-03,Karnataka,29,Bangalore Rural,526,Kharif     ,202,Arhar/Tur,Pulses,3136,Hectare,1278,Tonnes,0.41,Tonnes/Hectare
269945, 2002-03,Karnataka,29,Bangalore Rural,526,Whole Year ,606,Banana,Fruits,2046,Hectare,25082,Tonnes,12.26,Tonnes/Hectare
269970, 2002-03,Karnataka,29,Bangalore Rural,526,Whole Year ,501,Black Pepper,Spices,2,Hectare,5,Tonnes,2.5,Tonnes/Hectare
269992, 2002-03,Karnataka,29,Bangalore Rural,526,Kharif     ,1002,Castor Seed,Oilseeds,1622,Hectare,4364,Tonnes,2.69,Tonnes/Hectare
270013, 2002-03,Karnataka,29,Bangalore Rural,526,Whole Year ,1006,Coconut,Oilseeds,21426,Hectare,76744000,Tonnes,3581.82,Tonnes/Hectare
270081, 2002-03,Karnataka,29,Bangalore Rural,526,Whole Year ,502,Dry Chillies,Spices,722,Hectare,336,Tonnes,0.47,Tonnes/Hectare
